Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
,Spine of the Dragon,Kevin J. Anderson,,,,9781250302106,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Red Sky at Morning,Richard Bradford,,,,9780060931902,,,,,,,,2019/12/01,2019/12/01,,,read,,,,1,,,0,,,,,
,Into the Wild,Jon Krakauer,,,,9780385486804,,,,,,,,2020/01/01,2020/01/01,,,read,,,,1,,,0,,,,,
,Arabella The Traitor of Mars,David D. Levine,,,,,,,,,,,,2020/01/01,2020/01/01,,,read,,,,1,,,0,,,,,
,The Virgin Suicides,Jeffrey Eugenides,,,,9780747560593,,,,,,,,2020/01/01,2020/01/01,,,read,,,,1,,,0,,,,,
,The Empire's Ghost,Isabelle Steiger,,,,9781250088482,,,,,,,,2020/02/01,2020/02/01,,,read,,,,1,,,0,,,,,
,The Unremembered,Peter Orullian,,,,9780765325716,,,,,,,,2020/03/01,2020/03/01,,,read,,,,1,,,0,,,,,
,Only Human,Sylvain Neuvel,,,,9780399180118,,,,,,,,2020/04/01,2020/04/01,,,read,,,,1,,,0,,,,,
,The Loch of the Dead,Oscar de Muriel,,,,9781405926249,,,,,,,,2020/05/01,2020/05/01,,,read,,,,1,,,0,,,,,
,A Man Called Ove,Fredrik Backman,,,,9781476738017,,,,,,,,2020/06/01,2020/06/01,,,read,,,,1,,,0,,,,,
,A Tale for the Time Being,Ruth Ozeki,,,,9780670026630,,,,,,,,2020/06/01,2020/06/01,,,read,,,,1,,,0,,,,,
,Uprooted,Naomi Novik,,,,9780804179034,,,,,,,,2020/07/01,2020/07/01,,,read,,,,1,,,0,,,,,
,The Forever War,Joe Haldeman,,,,9780060510862,,,,,,,,2020/07/01,2020/07/01,,,read,,,,1,,,0,,,,,
,Spinning Silver,Naomi Novik,,,,9780399180989,,,,,,,,2020/07/01,2020/07/01,,,read,,,,1,,,0,,,,,
,Kushiel's Avatar,Jacqueline Carey,,,,9781405034142,,,,,,,,2020/07/01,2020/07/01,,,read,,,,1,,,0,,,,,
,The Bear and the Nightingale,Katherine Arden,,,,9781101885932,,,,,,,,2020/07/01,2020/07/01,,,read,,,,1,,,0,,,,,
,The Book Woman of Troublesome Creek,Kim Michele Richardson,,,,9781492671527,,,,,,,,2020/10/01,2020/10/01,,,read,,,,1,,,0,,,,,
,The Princess Beard,Kevin Hearne,,,,9781524797805,,,,,,,,2020/10/01,2020/10/01,,,read,,,,1,,,0,,,,,
,Omoo,Herman Melville,,,,9781533458865,,,,,,,,2020/10/01,2020/10/01,,,read,,,,1,,,0,,,,,
,Mahimata,Rati Mehrotra,,,,9780062564559,,,,,,,,2020/10/01,2020/10/01,,,read,,,,1,,,0,,,,,
,The Bone Clocks,David Mitchell,,,,9781400065677,,,,,,,,2020/10/01,2020/10/01,,,read,,,,1,,,0,,,,,
,The Art of Hearing Heartbeats,Jan-Philipp Sendker,,,,9781590514634,,,,,,,,2021/02/01,2021/02/01,,,read,,,,1,,,0,,,,,
,My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,,,,9780060545642,,,,,,,,2021/02/01,2021/02/01,,,read,,,,1,,,0,,,,,
,Island Beneath the Sea,Isabel Allende,,,,9780061988240,,,,,,,,2021/02/01,2021/02/01,,,read,,,,1,,,0,,,,,
,Death in the East,Abir Mukherjee,,,,9781787300576,,,,,,,,2021/02/01,2021/02/01,,,read,,,,1,,,0,,,,,
,In the Midst of Winter,Isabel Allende,,,,9781471167027,,,,,,,,2021/02/01,2021/02/01,,,read,,,,1,,,0,,,,,
,A Murder of Mages,Marshall Ryan Maresca,,,,9780756410278,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,The House on Foster Hill,Jaime Jo Wright,,,,9780764230288,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,Alif the Unseen,G. Willow Wilson,,,,9780802120205,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,Rabbit at Rest,John Updike,,,,9780449911945,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,Allegiance of Honor,Nalini Singh,,,,9781101987773,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,A Blade of Black Steel,Alex Marshall,,,,9780316340663,,,,,,,,2021/04/01,2021/04/01,,,read,,,,1,,,0,,,,,
,All Systems Red,Martha Wells,,,,9780765397522,,,,,,,,2021/05/01,2021/05/01,,,read,,,,1,,,0,,,,,
,Artificial Condition,Martha Wells,,,,9781250186928,,,,,,,,2021/05/01,2021/05/01,,,read,,,,1,,,0,,,,,
,Rogue Protocol,Martha Wells,,,,9781250191786,,,,,,,,2021/05/01,2021/05/01,,,read,,,,1,,,0,,,,,
,Exit Strategy,Martha Wells,,,,9781250185464,,,,,,,,2021/05/01,2021/05/01,,,read,,,,1,,,0,,,,,
,In�s of My Soul,Isabel Allende,,,,9780061161537,,,,,,,,2021/06/01,2021/06/01,,,read,,,,1,,,0,,,,,
,Days of Distraction,Alexandra Chang,,,,9780062951809,,,,,,,,2021/06/01,2021/06/01,,,read,,,,1,,,0,,,,,
,The Down Days,Ilze Hugo,,,,9781982121549,,,,,,,,2021/06/01,2021/06/01,,,read,,,,1,,,0,,,,,
,A Conspiracy of Truths,Alexandra Rowland,,,,9781534412804,,,,,,,,2021/06/01,2021/06/01,,,read,,,,1,,,0,,,,,
,Dinner at the Homesick Restaurant,Anne Tyler,,,,9780449911594,,,,,,,,2021/06/01,2021/06/01,,,read,,,,1,,,0,,,,,
,Libriomancer,Jim C. Hines,,,,9780756407391,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,Wicked Plants: The Weed That Killed Lincoln's Mother & Other Botanical Atrocities,Amy Stewart,,,,9781565126831,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,Lakewood,Megan Giddings,,,,9780062913197,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,The Man Who Spoke Snakish,Andrus Kivirähk,,,,9780802124128,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,My Life in the Bush of Ghosts,Amos Tutuola,,,,,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,Deadhouse Gates,Steven Erikson,,,,9780765310026,,,,,,,,2021/07/01,2021/07/01,,,read,,,,1,,,0,,,,,
,"Cemetery of Forgotten Series 4 Books Collection Set: The Shadow of the Wind, The Angel's Game, The Prisoner of Heaven, The Labyrinth of the Spirits",Carlos Ruiz Zafón,,,,9789124072018,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,The Guermantes Way,Marcel Proust,,,,9780143039228,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,The Left Hand of Darkness,Ursula K. Le Guin,,,,9780441007318,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,"Black Leopard, Red Wolf",Marlon James,,,,9780735220171,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,The Three-Body Problem,Cixin Liu,,,,,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,The Lost Plot,Genevieve Cogman,,,,,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Horus Rising,Dan Abnett,,,,,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,False Gods,Graham McNeill,,,,9781844163700,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Galaxy in Flames,Ben Counter,,,,,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,The Flight of the Eisenstein,James Swallow,,,,9781844164592,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Fulgrim,Graham McNeill,,,,9781844164769,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Descent of Angels,Mitchel Scanlon,,,,9781844165087,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Legion,Dan Abnett,,,,9781844165360,,,,,,,,2022/06/01,2022/06/01,,,read,,,,1,,,0,,,,,
,Mechanicum,Graham McNeill,,,,9781849708081,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Battle for the Abyss,Ben Counter,,,,9781849708166,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Fallen Angels,Mike Lee,,,,,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,AI 2041: Ten Visions for Our Future,Kai-Fu Lee,,,,9780593238295,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Autonomous,Annalee Newitz,,,,9780765392077,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,A Wizard of Earthsea,Ursula K. Le Guin,,,,9780553383041,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Empire of Silence,Christopher Ruocchio,,,,9780756413019,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Inversions,Iain M. Banks,,,,9780743411967,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Look to Windward,Iain M. Banks,,,,9780743421928,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Sabrina & Corina: Stories,Kali Fajardo-Anstine,,,,9780525511298,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,When They Call You a Terrorist: A Black Lives Matter Memoir,asha bandele,,,,9781250171085,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,The Incas,Daniel J. Peters,,,,,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,The State of the Art,Iain M. Banks,,,,9781597800747,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,The Word for World is Forest,Ursula K. Le Guin,,,,9780425051856,,,,,,,,2022/07/01,2022/07/01,,,read,,,,1,,,0,,,,,
,Kafka on the Shore,Haruki Murakami,,,,9781400079278,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,The Bombay Prince,Sujata Massey,,,,9781641291057,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,The Dirty Book Club,Lisi Harrison,,,,9781451696417,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,Mary: A Fiction,Mary Wollstonecraft,,,,9781717350206,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,Use of Weapons,Iain M. Banks,,,,9781857231359,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,The Legends of King Arthur and His Knights,James Knowles,,,,9786257068376,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,Star Wars: Heir to the Empire,Timothy Zahn,,,,,,,,,,,,2022/08/01,2022/08/01,,,read,,,,1,,,0,,,,,
,Star Wars.Volume 2: Dark Force Rising,Timothy Zahn,,,,,,,,,,,,2022/09/01,2022/09/01,,,read,,,,1,,,0,,,,,
,Ringworld,Larry Niven,,,,9780575077027,,,,,,,,2022/09/01,2022/09/01,,,read,,,,1,,,0,,,,,
,Rendezvous with Rama,Arthur C. Clarke,,,,9780553287899,,,,,,,,2022/09/01,2022/09/01,,,read,,,,1,,,0,,,,,
,Fault Tolerance,Valerie Valdes,,,,9780063085893,,,,,,,,2022/09/01,2022/09/01,,,read,,,,1,,,0,,,,,
,"Children of the Whales, Vol. 4, Volume 4",Abi Umeda,,,,9781421597249,,,,,,,,2022/09/01,2022/09/01,,,read,,,,1,,,0,,,,,
,The Memory Librarian: And Other Stories of Dirty Computer,Janelle Monáe,,,,9780063070875,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Unbearable Lightness of Being,Milan Kundera,,,,9780571224388,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,Hyperion,Dan Simmons,,,,9780553283686,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,Homie: Poems,Danez Smith,,,,9781644450109,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Carrying: Poems,Ada Lim�n,,,,9781571315120,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Moon Is a Harsh Mistress,Robert A. Heinlein,,,,9780340837948,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,,,,9780316013680,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Old Drift,Namwali Serpell,,,,9781781090497,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,On Earth We're Briefly Gorgeous,Ocean Vuong,,,,9780525562023,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Recent East,Thomas Grattan,,,,9780374247935,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,Rusty Brown,Chris Ware,,,,9780375424328,,,,,,,,2022/10/01,2022/10/01,,,read,,,,1,,,0,,,,,
,The Last Chance Library,Freya Sampson,,,,9780593201381,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,Mr. Wrong Number,Lynn Painter,,,,9780593437261,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,Mathilda,Mary Shelley,,,,9781406914061,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,The Radetzky March,Joseph Roth,,,,9781862076051,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,We Hunt the Flame,Hafsah Faizal,,,,9780374311544,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,A Study in Scarlet Women,Sherry Thomas,,,,9780425281406,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,The Dao of Drizzt,R.A. Salvatore,,,,9780063011281,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,Glory,NoViolet Bulawayo,,,,9780525561132,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,The Sisters of the Winter Wood,Rena Rossner,,,,9780356511436,,,,,,,,2022/11/01,2022/11/01,,,read,,,,1,,,0,,,,,
,Quichotte,Salman Rushdie,,,,9781787331921,,,,,,,,2022/12/01,2022/12/01,,,read,,,,1,,,0,,,,,
,The Enchantress of Florence,Salman Rushdie,,,,9780224061636,,,,,,,,2022/12/01,2022/12/01,,,read,,,,1,,,0,,,,,
,"The Arabian Nights: Tales of 1001 Nights, Volume 2 of 3",Malcolm C. Lyons,,,,,,,,,,,,2022/12/01,2022/12/01,,,read,,,,1,,,0,,,,,
,Let's Be Mermaids: Under Water Wide Ruled Composition Book,Jen Sterling,,,,9781070607313,,,,,,,,2022/12/01,2022/12/01,,,read,,,,1,,,0,,,,,
,The World Doesn't Require You: Stories,Rion Amilcar Scott,,,,,,,,,,,,2023/01/01,2023/01/01,,,read,,,,1,,,0,,,,,
,"Detransition, Baby",Torrey Peters,,,,9780593133378,,,,,,,,2023/01/01,2023/01/01,,,read,,,,1,,,0,,,,,
,The Arabian Nights: Tales of 1001 Nights; Volume 3 of 3,Malcolm C. Lyons,,,,,,,,,,,,2023/01/01,2023/01/01,,,read,,,,1,,,0,,,,,
,The Book of Jhereg,Steven Brust,,,,9780441006151,,,,,,,,2023/01/01,2023/01/01,,,read,,,,1,,,0,,,,,
,Leviathan Wakes,James S.A. Corey,,,,9781841499888,,,,,,,,2023/02/01,2023/02/01,,,read,,,,1,,,0,,,,,
,"The Arabian Nights: Tales of 1001 Nights, Volume 1 of 3",Malcolm C. Lyons,,,,,,,,,,,,2023/03/01,2023/03/01,,,read,,,,1,,,0,,,,,
,Caliban's War,James S.A. Corey,,,,9781841499901,,,,,,,,2023/03/02,2023/03/02,,,read,,,,1,,,0,,,,,
,The Mermaid and Mrs. Hancock,Imogen Hermes Gowar,,,,9781911215721,,,,,,,,2023/04/01,2023/04/01,,,read,,,,1,,,0,,,,,
,The Madness of Crowds,Louise Penny,,,,9781250145260,,,,,,,,2023/04/01,2023/04/01,,,read,,,,1,,,0,,,,,
,The Gauntlet and the Fist Beneath,Ian Green,,,,9781800244160,,,,,,,,2023/04/01,2023/04/01,,,read,,,,1,,,0,,,,,
,A Brave New World,Aldous Huxley,,,,,,,,,,,,2023/04/01,2023/04/01,,,read,,,,1,,,0,,,,,
,A Canticle for Leibowitz,Walter M. Miller Jr.,,,,9780060892999,,,,,,,,2023/05/01,2023/05/01,,,read,,,,1,,,0,,,,,
,Strange Beasts of China,Yan Ge,,,,9781612199092,,,,,,,,2023/05/01,2023/05/01,,,read,,,,1,,,0,,,,,
,Musashi,Eiji Yoshikawa,,,,9784770019578,,,,,,,,2023/06/01,2023/06/01,,,read,,,,1,,,0,,,,,
,Neuromancer,William Gibson,,,,9780441569564,,,,,,,,2023/06/01,2023/06/01,,,read,,,,1,,,0,,,,,
,The Blizzard Party,Jack Livings,,,,9780374280536,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,Blood Orange,Harriet Tyce,,,,9781549178290,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,A Girl is a Body of Water,Jennifer Nansubuga Makumbi,,,,9781951142049,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,Free the Darkness,Kel Kade,,,,,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,Job: A Comedy of Justice,Robert A. Heinlein,,,,9780345316509,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,The Ship Who Sang,Anne McCaffrey,,,,9780345334312,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,A Morbid Taste for Bones,Ellis Peters,,,1504001923,,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,One Corpse Too Many,Ellis Peters,,,,9780446400510,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,Binti,Nnedi Okorafor,,,,9780765384461,,,,,,,,2023/07/01,2023/07/01,,,read,,,,1,,,0,,,,,
,Within the Sanctuary of Wings,Marie Brennan,,,,9780765377654,,,,,,,,2023/08/01,2023/08/01,,,read,,,,1,,,0,,,,,
,The Sorcerer of Pyongyang: A Novel,Marcel Theroux,,,,9781668002667,,,,,,,,2023/08/01,2023/08/01,,,read,,,,1,,,0,,,,,
,When Women Were Dragons,Kelly Barnhill,,,,9780385548229,,,,,,,,2023/08/01,2023/08/01,,,read,,,,1,,,0,,,,,
,The Majesties,Tiffany Tsao,,,,9781982115500,,,,,,,,2023/08/01,2023/08/01,,,read,,,,1,,,0,,,,,
,The Mask Falling,Samantha Shannon,,,,9781408865569,,,,,,,,2023/09/01,2023/09/01,,,read,,,,1,,,0,,,,,
,Ghost Writer in the Sky,Piers Anthony,,,,,,,,,,,,2023/09/01,2023/09/01,,,read,,,,1,,,0,,,,,
,Maurice,E.M. Forster,,,,9780393310320,,,,,,,,2023/09/01,2023/09/01,,,read,,,,1,,,0,,,,,
,The Tree,Na'amen Gobert Tilahun,,,,,,,,,,,,2023/09/01,2023/09/01,,,read,,,,1,,,0,,,,,
,The Spear Cuts Through Water,Simon Jimenez,,,,9780593156599,,,,,,,,2023/10/01,2023/10/01,,,read,,,,1,,,0,,,,,
,Reign of Madness,Kel Kade,,,,,,,,,,,,2023/10/01,2023/10/01,,,read,,,,1,,,0,,,,,
,Let the Great World Spin,Colum McCann,,,,9781400063734,,,,,,,,2023/11/01,2023/11/01,,,read,,,,1,,,0,,,,,
,And Quiet Flows the Don,Mikhail Sholokhov,,,,9780460878906,,,,,,,,2023/11/01,2023/11/01,,,read,,,,1,,,0,,,,,
,The Rise and Fall of D.O.D.O.,Neal Stephenson,,,,9780062409164,,,,,,,,2023/11/01,2023/11/01,,,read,,,,1,,,0,,,,,
,Sun Tzu: The Art of War,Sun Tzu,,,,9781841593852,,,,,,,,2023/12/01,2023/12/01,,,read,,,,1,,,0,,,,,
,"Candide, or Optimism",Voltaire,,,,9780140455106,,,,,,,,2023/12/01,2023/12/01,,,read,,,,1,,,0,,,,,
,The Prince,Niccolò Machiavelli,,,,9780312149789,,,,,,,,2023/12/01,2023/12/01,,,read,,,,1,,,0,,,,,
